Date,Open,High,Low,Close,Adj Close,Volume,DAY
11/25/2013,165.929993,165.970001,165.259995,165.570007,138.776276,810000,45
11/26/2013,165.589996,166.009995,165.289993,165.490005,138.709213,773300,46
11/27/2013,165.699997,166.039993,165.509995,165.940002,139.086395,826300,47
11/29/2013,166.100006,166.509995,165.649994,165.699997,138.885223,614400,48
12/2/2013,165.949997,166.220001,165.149994,165.440002,138.667282,1409000,49
12/3/2013,164.889999,165.259995,164.160004,164.800003,138.13092,1076900,50
12/4/2013,164.100006,165.339996,163.389999,164.610001,137.971634,1374100,51
12/5/2013,164.399994,164.649994,163.800003,163.979996,137.443558,1168500,52
12/6/2013,165.550003,165.919998,165.059998,165.839996,139.002563,1208700,53
12/9/2013,166.25,166.429993,165.990005,166.220001,139.32106,1586300,54
12/10/2013,165.820007,166.169998,165.509995,165.649994,138.843323,1747700,55
12/11/2013,165.669998,165.699997,163.539993,163.770004,137.267563,1079100,56
12/12/2013,163.639999,163.850006,162.869995,163.229996,136.814941,3453800,57
12/13/2013,163.529999,163.679993,162.880005,163.179993,136.773041,2151000,58
12/16/2013,163.960007,164.720001,163.899994,164.220001,137.644745,1838100,59
12/17/2013,164.330002,164.360001,163.309998,163.639999,137.158569,1479800,60
12/18/2013,163.919998,166.509995,162.009995,166.490005,139.547363,3112400,61
12/19/2013,166.029999,166.470001,165.570007,166.339996,139.421646,1242900,62
12/20/2013,166.440002,167.649994,166.440002,167.179993,140.125748,1303500,63
12/23/2013,168.070007,168.949997,167.75,168.949997,141.609268,1480200,64
12/24/2013,167.229996,167.669998,167.220001,167.649994,141.283966,585700,65
12/26/2013,167.949997,168.529999,167.949997,168.429993,141.94133,968100,66
12/27/2013,168.720001,168.759995,168.270004,168.440002,141.949768,929700,67
12/30/2013,168.460007,168.559998,168.199997,168.369995,141.890762,1112800,68
12/31/2013,168.660004,169.229996,168.520004,169.149994,142.548111,774400,69
1/2/2014,168.529999,168.610001,167.199997,167.630005,141.26712,1731300,70
1/3/2014,167.880005,168.210007,167.330002,167.479996,141.140762,1710500,71
1/6/2014,168.110001,168.160004,166.820007,167.059998,140.786819,1339000,72
1/7/2014,167.729996,168.369995,167.630005,168.100006,141.663208,824700,73
1/8/2014,168.070007,168.399994,167.550003,168.169998,141.722214,3147500,74
1/9/2014,168.669998,168.679993,167.490005,168.270004,141.806519,1117200,75
1/10/2014,168.550003,168.75,167.660004,168.660004,142.135147,990200,76
1/13/2014,168.289993,168.740005,166.149994,166.520004,140.331726,1338500,77
1/14/2014,167.029999,168.360001,166.710007,168.25,141.789642,866000,78
1/15/2014,168.630005,169.429993,168.589996,169.199997,142.590225,943100,79
1/16/2014,168.820007,169,168.419998,168.940002,142.371094,778500,80
1/17/2014,168.699997,168.990005,167.970001,168.210007,141.75589,904300,81
1/21/2014,169.220001,169.279999,167.710007,168.740005,142.202591,1366400,82
1/22/2014,169.059998,169.080002,168.490005,168.839996,142.286789,751200,83
1/23/2014,168.009995,168.009995,166.589996,167.479996,141.140762,1294000,84
1/24/2014,166.369995,166.419998,163.869995,163.880005,138.106903,1828900,85
1/27/2014,164.070007,164.449997,162.289993,163.080002,137.432724,2882100,86
1/28/2014,163.240005,164.25,163.179993,164.089996,138.283859,1067400,87
1/29/2014,162.75,163.570007,162.070007,162.380005,136.842834,1346400,88
1/30/2014,163.889999,164.720001,163.330002,164.199997,138.376587,2086700,89
1/31/2014,162.149994,164.25,162.100006,163.179993,137.517029,1322100,90
2/3/2014,163.020004,163.410004,159.259995,159.610001,134.508377,2969400,91
2/4/2014,160.289993,161.080002,159.729996,160.690002,135.418564,1116700,92
2/5/2014,160.100006,160.820007,159.179993,160.419998,135.19104,1701400,93
2/6/2014,160.910004,162.589996,160.880005,162.570007,137.00293,1109600,94
2/7/2014,163.369995,164.779999,162.850006,164.669998,138.772644,1258200,95
2/10/2014,164.639999,164.960007,164.199997,164.929993,138.99173,937400,96
2/11/2014,165.119995,167.130005,164.970001,166.75,140.525513,1497400,97
2/12/2014,166.990005,167.5,166.479996,166.899994,140.651947,1855000,98
2/13/2014,165.699997,167.839996,165.699997,167.720001,141.342972,1336600,99
2/14/2014,167.559998,168.910004,167.369995,168.610001,142.093063,917200,100
2/18/2014,168.740005,169.039993,168.270004,168.860001,142.303696,1174300,101
2/19/2014,168.419998,169.479996,167.570007,167.699997,141.326126,1928100,102
2/20/2014,167.929993,169.070007,167.330002,168.649994,142.126755,1080000,103
2/21/2014,169.020004,169.410004,168.419998,168.570007,142.05928,706200,104
2/24/2014,168.869995,170.570007,168.779999,169.369995,142.73349,978600,105
2/25/2014,169.580002,170.029999,168.839996,169.309998,142.682922,1001000,106
2/26/2014,169.589996,170.039993,168.910004,169.309998,142.682922,709000,107
2/27/2014,169.149994,170.270004,168.970001,170.25,143.475067,1034200,108
2/28/2014,170.220001,171.470001,169.570007,170.630005,143.795303,853900,109
3/3/2014,169.190002,169.889999,168.380005,169.460007,142.809357,2235900,110
3/4/2014,171.169998,172.229996,171.130005,171.880005,144.848755,1281500,111
3/5/2014,172,172.309998,171.789993,171.910004,144.874023,983100,112
3/6/2014,172.539993,172.839996,172.190002,172.460007,145.33757,1037000,113
3/7/2014,173.080002,173.130005,171.789993,172.419998,145.303818,1205600,114
3/10/2014,172.240005,172.479996,171.470001,172.449997,145.329117,885300,115
3/11/2014,172.729996,172.919998,171.169998,171.5,144.528534,945700,116
3/12/2014,170.75,171.649994,170.360001,171.619995,144.629654,1065000,117
3/13/2014,172.139999,172.240005,169.210007,169.720001,143.028412,1659400,118
3/14/2014,169.350006,170.220001,169,169.229996,142.615479,1323500,119
3/17/2014,170.059998,171.139999,169.990005,170.75,143.896484,1695400,120
3/18/2014,171.070007,172.179993,170.929993,171.960007,144.916168,779700,121
3/19/2014,172.029999,172.229996,169.990005,171.020004,144.124039,1166300,122
3/20/2014,170.679993,172.160004,170.369995,171.990005,144.941437,818200,123
3/21/2014,172.809998,173.190002,171.240005,171.419998,144.46106,825200,124
3/24/2014,171.190002,171.389999,169.160004,169.919998,143.850693,2004900,125
3/25/2014,170.779999,171.25,169.779999,170.75,144.55336,1202100,126
3/26/2014,171.389999,171.639999,169.449997,169.490005,143.486664,1155600,127
3/27/2014,169.320007,169.779999,168.479996,169.149994,143.198853,980700,128
3/28/2014,169.630005,170.789993,169.5,169.899994,143.833786,548900,129
3/31/2014,171.039993,171.589996,170.869995,171.350006,145.06131,822000,130
4/1/2014,171.869995,172.589996,171.759995,172.5,146.034912,1247500,131
4/2/2014,172.720001,173.289993,172.399994,173.089996,146.534378,1972800,132
4/3/2014,173.330002,173.369995,172.320007,172.820007,146.305786,718300,133
4/4/2014,173.770004,173.820007,170.529999,170.740005,144.544891,2270800,134
4/7/2014,170.360001,170.649994,168.570007,168.899994,142.987198,1645000,135
4/8/2014,168.789993,169.880005,168.220001,169.600006,143.579834,2064000,136
4/9/2014,170.080002,171.460007,169.610001,171.429993,145.129013,768800,137
4/10/2014,171.419998,171.490005,167.619995,167.770004,142.030594,1286900,138
4/11/2014,166.919998,168.050003,166.110001,166.259995,140.752213,1762400,139
4/14/2014,167.580002,168,166.259995,167.600006,141.886612,1456600,140
4/15/2014,167.979996,168.869995,166.330002,168.759995,142.868683,2160100,141
4/16/2014,169.919998,170.550003,169.190002,170.539993,144.375565,2410000,142
4/17/2014,170.350006,171.240005,170.029999,170.740005,144.544891,925500,143
4/21/2014,170.850006,171.419998,170.660004,171.369995,145.078217,804400,144
4/22/2014,171.570007,172.619995,171.490005,172.119995,145.713165,1053300,145
4/23/2014,172.089996,172.160004,171.649994,171.710007,145.366074,724500,146
4/24/2014,172.630005,172.630005,171.300003,172.089996,145.68782,543900,147
4/25/2014,171.550003,171.630005,170.320007,170.710007,144.519485,1357900,148
4/28/2014,171.389999,171.960007,169.490005,171.229996,144.959732,647800,149
4/29/2014,171.789993,172.289993,171.429993,172.050003,145.653946,1065900,150
4/30/2014,171.75,172.710007,171.5,172.589996,146.111069,605300,151
5/1/2014,172.5,173.029999,172.029999,172.600006,146.119537,623900,152
5/2/2014,172.559998,173.259995,172.059998,172.320007,145.882492,754800,153
5/5/2014,171.490005,172.720001,171.020004,172.679993,146.187241,792600,154
5/6/2014,172.270004,172.380005,171.110001,171.179993,144.917419,567700,155
5/7/2014,171.729996,172.220001,170.440002,172.190002,145.772446,1160600,156
5/8/2014,171.960007,173.199997,171.429993,171.979996,145.594696,1390700,157
5/9/2014,171.979996,172.289993,171.199997,172.279999,145.848648,955400,158
5/12/2014,172.960007,173.979996,172.960007,173.910004,147.228592,780100,159
5/13/2014,174.089996,174.490005,173.889999,174.070007,147.364044,994800,160
5/14/2014,173.910004,173.970001,173,173.229996,146.652893,1335700,161
5/15/2014,172.899994,172.929993,170.869995,171.669998,145.332199,3191100,162
5/16/2014,171.800003,172.360001,171.100006,172.339996,145.899414,699600,163
5/19/2014,171.979996,173.100006,171.809998,172.929993,146.398911,926900,164
5/20/2014,172.860001,172.880005,171.410004,171.789993,145.433853,669400,165
5/21/2014,172.360001,173.369995,172.309998,173.279999,146.695236,991300,166
5/22/2014,173.350006,174.059998,173.059998,173.75,147.093109,859000,167
5/23/2014,173.910004,174.539993,173.820007,174.470001,147.702698,613900,168
5/27/2014,175.089996,175.550003,175,175.5,148.5746,890000,169
5/28/2014,175.520004,175.789993,175.089996,175.320007,148.422256,990900,170
5/29/2014,175.820007,176.320007,175.369995,176.320007,149.268829,541000,171
5/30/2014,176.160004,176.690002,175.979996,176.550003,149.463516,874700,172
6/2/2014,176.830002,176.850006,175.940002,176.789993,149.666687,1620200,173
6/3/2014,176.350006,176.789993,176.220001,176.679993,149.573578,1252900,174
6/4/2014,176.369995,177.149994,176.199997,177,149.844482,984900,175
6/5/2014,177.240005,178.380005,176.630005,178.199997,150.860397,853600,176
6/6/2014,178.619995,179.089996,178.520004,179.050003,151.579956,586800,177
6/9/2014,179.039993,179.690002,178.869995,179.229996,151.732361,461800,178
6/10/2014,179.029999,179.300003,178.660004,179.270004,151.766281,959900,179
6/11/2014,178.639999,178.820007,178.25,178.690002,151.275192,558100,180
6/12/2014,178.419998,178.520004,176.979996,177.360001,150.149277,891400,181
6/13/2014,177.729996,178.070007,177.169998,177.919998,150.623322,731200,182
6/16/2014,177.690002,178.410004,177.5,178.070007,150.750351,756700,183
6/17/2014,177.830002,178.679993,177.630005,178.539993,151.148193,2934400,184
6/18/2014,178.589996,179.970001,178.169998,179.869995,152.274124,501900,185
6/19/2014,180.039993,180.210007,179.509995,180.089996,152.460419,746900,186
6/20/2014,180.509995,180.570007,180.25,180.449997,152.765198,830300,187
6/23/2014,179.699997,179.729996,179.270004,179.559998,152.696259,737700,188
6/24/2014,179.289993,180.139999,178.309998,178.5,151.794876,391700,189
6/25/2014,178.139999,179.490005,178.130005,179.259995,152.441193,586000,190
6/26/2014,179.360001,179.380005,177.979996,179.169998,152.364639,676800,191
6/27/2014,178.789993,179.559998,178.690002,179.479996,152.628265,1032300,192
6/30/2014,179.429993,179.820007,179.279999,179.429993,152.585739,1261200,193
7/1/2014,179.880005,181.190002,179.830002,180.690002,153.657257,1199000,194
7/2/2014,180.669998,181.029999,180.570007,180.820007,153.767807,511500,195
7/3/2014,181.309998,181.779999,181.199997,181.729996,154.541672,327900,196
7/7/2014,181.380005,181.5,180.839996,181.139999,154.039932,1151800,197
7/8/2014,180.770004,180.820007,179.5,179.970001,153.044983,749400,198
7/9/2014,180.360001,180.880005,180,180.720001,153.682785,930300,199
7/10/2014,179.009995,180.470001,178.839996,180.029999,153.095963,614600,200
7/11/2014,179.940002,180.360001,179.509995,180.270004,153.300079,520400,201
7/14/2014,181.199997,181.410004,181.020004,181.160004,154.0569,493100,202
7/15/2014,181.25,181.630005,180.059998,180.850006,153.79332,1207000,203
7/16/2014,181.649994,181.759995,181.009995,181.539993,154.380096,539400,204
7/17/2014,180.960007,181.619995,179.190002,179.410004,152.56871,1103900,205
7/18/2014,180.020004,181.440002,179.940002,181.300003,154.17601,571500,206
7/21/2014,180.710007,181.080002,180.130005,180.910004,153.84436,866000,207
7/22/2014,181.580002,182.039993,181.419998,181.720001,154.533157,1509500,208
7/23/2014,182,182.320007,181.639999,182.149994,154.898788,750900,209
7/24/2014,182.360001,182.5,181.970001,182.149994,154.898788,535800,210
7/25/2014,181.649994,181.770004,180.940002,181.279999,154.158966,635700,211
7/28/2014,181.350006,181.600006,180.279999,181.360001,154.22702,485700,212
7/29/2014,181.699997,181.889999,180.570007,180.589996,153.572174,639000,213
7/30/2014,181.220001,181.440002,179.860001,180.589996,153.572174,1128500,214
7/31/2014,179.350006,179.5,176.960007,176.960007,150.485306,2430500,215
8/1/2014,176.520004,177.619995,175.649994,176.529999,150.119568,3398000,216
8/4/2014,176.809998,178.110001,176.070007,177.770004,151.174057,2212000,217
8/5/2014,177.039993,177.479996,175.399994,175.970001,149.643372,1251300,218
8/6/2014,175.199997,176.820007,175.179993,176.080002,149.736938,1185800,219
8/7/2014,176.899994,177.039993,174.699997,175.130005,148.929077,1527100,220
8/8/2014,175.490005,177.270004,175.100006,177.160004,150.655365,1209900,221
8/11/2014,177.869995,178.470001,177.610001,177.660004,151.080582,1191200,222
8/12/2014,177.470001,177.990005,176.899994,177.449997,150.901962,513900,223
8/13/2014,178.149994,178.830002,177.869995,178.699997,151.964951,781600,224
8/14/2014,178.919998,179.479996,178.770004,179.479996,152.628265,842000,225
8/15/2014,180.149994,180.300003,178.179993,179.429993,152.585739,1694300,226
8/18/2014,180.460007,181.029999,180.339996,180.919998,153.852875,1039100,227
8/19/2014,181.399994,182.029999,181.229996,181.880005,154.669174,583000,228
8/20/2014,181.660004,182.610001,181.649994,182.380005,155.094421,1507800,229
8/21/2014,182.580002,183.169998,182.419998,182.899994,155.536575,756600,230
8/22/2014,182.800003,183.089996,182.240005,182.610001,155.290024,656500,231
8/25/2014,183.539993,183.860001,183.270004,183.559998,156.09787,1097200,232
8/26/2014,183.720001,184.169998,183.649994,183.710007,156.225403,749500,233
8/27/2014,183.809998,183.899994,183.339996,183.679993,156.199905,602600,234
8/28/2014,183.020004,183.619995,182.850006,183.539993,156.080826,447700,235
8/29/2014,183.830002,184.059998,183.229996,183.990005,156.463516,617200,236
9/2/2014,184.300003,184.300003,183.270004,183.940002,156.421021,553800,237
9/3/2014,184.649994,184.679993,183.589996,183.860001,156.352997,627600,238
9/4/2014,184.119995,184.820007,183.100006,183.559998,156.09787,536700,239
9/5/2014,183.529999,184.470001,182.880005,184.440002,156.846252,502300,240
9/8/2014,184.240005,184.460007,183.399994,183.970001,156.446503,635900,241
9/9/2014,183.789993,183.880005,182.410004,182.779999,155.434555,515300,242
9/10/2014,182.889999,183.550003,182.270004,183.5,156.046829,849800,243
9/11/2014,182.75,183.699997,182.610001,183.669998,156.191452,525700,244
9/12/2014,183.490005,183.509995,182.080002,182.580002,155.264465,724000,245
9/15/2014,182.639999,182.740005,181.889999,182.460007,155.162445,1021700,246
9/16/2014,182.110001,184.119995,182,183.820007,156.319,565100,247
9/17/2014,184.110001,184.919998,183.199997,184.080002,156.5401,975000,248
9/18/2014,184.649994,185.059998,184.429993,185.039993,157.356476,740000,249
9/19/2014,185.639999,185.839996,184.580002,184.860001,157.2034,964000,250
9/22/2014,183.699997,183.740005,182.229996,182.559998,155.986679,836700,251
9/23/2014,181.949997,182.699997,181.509995,181.529999,155.106567,752200,252
9/24/2014,181.619995,183.070007,181.119995,182.990005,156.354065,968500,253
9/25/2014,182.5,182.520004,179.990005,180.050003,153.842041,1603000,254
9/26/2014,180.360001,181.880005,180.130005,181.5,155.080963,916900,255
9/29/2014,179.929993,181.449997,179.770004,181.139999,154.773361,1482800,256
9/30/2014,181.300003,181.809998,180.289993,180.589996,154.303375,767700,257
10/1/2014,180.339996,180.419998,177.809998,178.220001,152.278397,2380200,258
10/2/2014,178.050003,178.830002,176.399994,178.210007,152.269867,1263800,259
10/3/2014,179.479996,180.550003,178.880005,180.199997,153.970169,1217400,260
10/6/2014,180.940002,181.179993,179.360001,179.979996,153.782181,1307000,261
10/7/2014,179.050003,179.449997,177.199997,177.220001,151.42395,930600,262
10/8/2014,177.330002,180.539993,176.380005,180.320007,154.072693,1897500,263
10/9/2014,180,180.220001,176.600006,176.679993,150.962555,1428600,264
10/10/2014,176.649994,177.550003,174.660004,174.699997,149.270767,2469900,265
10/13/2014,174.630005,175.25,171.729996,171.830002,146.818512,2109200,266
10/14/2014,172.729996,174.020004,171.5,172.110001,147.05777,2431300,267
10/15/2014,169.800003,171.300003,166.850006,170.830002,145.964066,5460300,268
10/16/2014,167.820007,171.949997,167.679993,170.720001,145.870132,4452600,269
10/17/2014,172.729996,173.979996,172.039993,172.830002,147.672974,2259400,270
10/20/2014,172.529999,174.600006,172.449997,174.529999,149.125534,1379400,271
10/21/2014,175.779999,178.039993,175.589996,177.919998,152.022049,2884200,272
10/22/2014,178.289993,178.720001,176.610001,176.710007,150.988159,2374200,273
10/23/2014,178.449997,179.850006,178.169998,178.740005,152.722717,1812400,274
10/24/2014,179.029999,180.169998,178.360001,180.080002,153.867645,1152600,275
10/27/2014,179.509995,180.130005,178.869995,179.850006,153.671143,1476000,276
10/28/2014,180.490005,181.940002,180.399994,181.919998,155.439804,1330000,277
10/29/2014,182.029999,182.580002,180.470001,181.710007,155.260391,1600700,278
10/30/2014,181.169998,183.330002,181.050003,182.860001,156.242981,1588900,279
10/31/2014,185.020004,185.050003,184.100006,184.929993,158.011673,1946100,280
11/3/2014,185.199997,185.619995,184.600006,185.039993,158.105698,2270000,281
11/4/2014,184.559998,184.850006,183.449997,184.380005,157.541733,1639400,282
11/5/2014,185.740005,185.779999,184.740005,185.589996,158.575562,1826500,283
11/6/2014,185.570007,186.380005,184.899994,186.339996,159.216446,1758600,284
11/7/2014,186.339996,186.679993,185.800003,186.5,159.353149,1396400,285
11/10/2014,186.479996,187.100006,186.270004,187.059998,159.831665,1876400,286
11/11/2014,187.139999,187.339996,186.779999,187.240005,159.985474,1031600,287
11/12/2014,186.490005,187.279999,186.460007,187.089996,159.857239,2742900,288
11/13/2014,187.240005,187.839996,186.380005,187.259995,160.002502,1163600,289
11/14/2014,187.190002,187.529999,186.850006,187.330002,160.062393,1464500,290
11/17/2014,186.929993,187.589996,186.759995,187.429993,160.147736,584600,291
11/18/2014,187.479996,188.820007,187.479996,188.509995,161.070572,1252600,292
11/19/2014,188.25,188.479996,187.369995,188.169998,160.780075,1880800,293
11/20/2014,187.289993,188.639999,187.289993,188.509995,161.070572,866800,294
11/21/2014,190.429993,190.479996,188.949997,189.570007,161.976303,1586200,295
11/24/2014,190.020004,190.210007,189.770004,190.059998,162.394958,1365900,296
11/25/2014,190.339996,190.559998,189.660004,190,162.343689,1736700,297
11/26/2014,190.100006,190.520004,189.880005,190.440002,162.719589,824400,298
11/28/2014,190.300003,190.630005,189.759995,190.029999,162.369339,430200,299
12/1/2014,189.289993,189.389999,188.360001,188.729996,161.25853,2083600,300
12/2/2014,188.710007,190.130005,188.710007,189.919998,162.275345,1446800,301
12/3/2014,190.100006,190.880005,189.970001,190.649994,162.899017,2240100,302
12/4/2014,190.350006,190.990005,189.570007,190.460007,162.73674,1573000,303
12/5/2014,190.649994,191.190002,190.350006,190.800003,163.027237,2215900,304
12/8/2014,190.350006,190.830002,188.850006,189.5,161.916473,1527800,305
12/9/2014,187.429993,189.470001,186.979996,189.350006,161.78833,1763100,306
12/10/2014,188.860001,188.860001,186.100006,186.380005,159.25061,1749800,307
12/11/2014,186.979996,189.070007,186.809998,187.25,159.994003,1972600,308
12/12/2014,186,186.899994,184.169998,184.210007,157.396454,2614400,309
12/15/2014,185.259995,185.720001,182.270004,182.929993,156.30278,2801400,310
12/16/2014,182.100006,185.539993,181.440002,181.520004,155.098068,3837500,311
12/17/2014,181.970001,185.550003,181.839996,185.179993,158.225281,5588600,312
12/18/2014,186.740005,188.580002,186,188.550003,161.104752,3820200,313
12/19/2014,189.289993,190.130005,188.589996,189.419998,161.848114,1800800,314
12/22/2014,189.570007,190.259995,189.339996,190.259995,162.565872,3005800,315
12/23/2014,190.940002,190.970001,190.300003,190.550003,162.813629,1926800,316
12/24/2014,190.809998,191.050003,190.5,190.529999,162.796524,952700,317
12/26/2014,191.059998,191.520004,190.990005,191.149994,163.326309,650300,318
12/29/2014,190.970001,191.630005,190.899994,191.419998,163.556992,878600,319
12/30/2014,190.949997,191.089996,190.300003,190.380005,162.66832,3224500,320
12/31/2014,190.75,190.910004,188.380005,188.399994,160.976578,1366000,321
1/2/2015,189.289993,189.720001,187.259995,188.399994,160.976578,1865000,322
1/5/2015,187.259995,187.410004,184.660004,185.089996,158.148422,2734700,323
1/6/2015,185.369995,185.880005,182.360001,183.270004,156.593369,2245300,324
1/7/2015,184.729996,185.910004,184.229996,185.559998,158.549957,2305600,325
1/8/2015,187.130005,189.050003,187.070007,188.820007,161.335464,1740600,326
1/9/2015,189.300003,189.339996,186.649994,187.229996,159.976883,2525200,327
1/12/2015,187.460007,187.600006,185.190002,185.839996,158.7892,1847500,328
1/13/2015,187.220001,188.410004,183.899994,185.350006,158.37056,2158500,329
1/14/2015,183.100006,184.399994,182.110001,184.259995,157.43924,5216300,330
1/15/2015,184.880005,185.25,182.399994,182.539993,155.969574,1940700,331
1/16/2015,182.309998,185.080002,182.089996,184.800003,157.900558,1472800,332
1/20/2015,185.619995,185.899994,183.580002,185.259995,158.29364,1637600,333
1/21/2015,184.770004,186.740005,184.300003,186.229996,159.122421,1586500,334
1/22/2015,187.089996,189.149994,185.600006,189.080002,161.557617,6074900,335
1/23/2015,188.720001,189.020004,187.789993,188.039993,160.668915,3109800,336
1/26/2015,187.789993,188.509995,186.929993,188.410004,160.985168,2018000,337
1/27/2015,186.139999,187.179993,185.020004,185.940002,158.87468,1979100,338
1/28/2015,187.270004,187.320007,183.350006,183.490005,156.781296,2530800,339
1/29/2015,183.740005,185.529999,182.210007,185.270004,158.302216,4338200,340
1/30/2015,183.960007,185.380005,182.630005,182.990005,156.354065,2302500,341
2/2/2015,183.5,185.259995,181.470001,185.089996,158.148422,3397800,342
2/3/2015,186.130005,187.860001,185.789993,187.789993,160.455383,1435000,343
2/4/2015,187.029999,188.350006,186.649994,187.149994,159.908539,1861200,344
2/5/2015,187.889999,189.190002,187.850006,189.050003,161.531967,1033800,345
2/6/2015,189.490005,190.050003,187.940002,188.520004,161.079117,1454700,346
2/9/2015,187.809998,188.589996,187.220001,187.660004,160.344315,2289300,347
2/10/2015,188.820007,189.929993,187.850006,189.660004,162.053146,1798000,348
2/11/2015,189.509995,190.229996,188.779999,189.789993,162.16423,1744400,349
2/12/2015,190.699997,191.649994,190.470001,191.550003,163.668106,2008500,350
2/13/2015,191.720001,192.440002,191.460007,192.389999,164.385803,1073100,351
2/17/2015,192.070007,192.880005,191.789993,192.699997,164.650711,1700400,352
2/18/2015,192.279999,192.779999,192,192.740005,164.684875,1863000,353
2/19/2015,192.089996,192.970001,191.889999,192.610001,164.573792,1017600,354
2/20/2015,192.130005,193.820007,191.449997,193.779999,165.573517,1374000,355
2/23/2015,193.490005,193.729996,193.029999,193.729996,165.530746,1497700,356
2/24/2015,193.690002,194.490005,193.429993,194.300003,166.017822,1244200,357
2/25/2015,194.139999,194.649994,193.710007,194.089996,165.838348,1983600,358
2/26/2015,193.990005,194.149994,193.210007,193.869995,165.650406,994200,359
2/27/2015,193.770004,194.050003,193.190002,193.199997,165.077881,966600,360
3/2/2015,193.309998,194.470001,193.300003,194.470001,166.163071,1016600,361
3/3/2015,193.960007,194.020004,192.690002,193.639999,165.453842,1388100,362
3/4/2015,193,193.050003,191.729996,192.830002,164.761749,1497500,363
3/5/2015,193.149994,193.330002,192.479996,193.039993,164.941208,1135800,364
3/6/2015,192,192.550003,189.940002,190.309998,162.608536,1815600,365
3/9/2015,190.520004,191.470001,190.419998,191.119995,163.300674,1132000,366
3/10/2015,189.570007,189.630005,187.970001,187.979996,160.617752,2390500,367
3/11/2015,188.259995,188.470001,187.470001,187.539993,160.24176,1857500,368
3/12/2015,188.210007,190,188.199997,189.960007,162.309525,2646900,369
3/13/2015,189.679993,189.789993,187.619995,188.800003,161.318359,1792200,370
3/16/2015,189.589996,191.380005,189.550003,191.380005,163.522888,1054700,371
3/17/2015,190.479996,191.130005,189.830002,190.729996,162.967468,1460900,372
